payment_id,order_id,payment_type,payment_status,payment_value
PAY01740,O01740,Cash on Delivery,paid,55101.0
PAY01741,O01741,Net Banking,paid,17671.35
PAY01742,O01742,Cash on Delivery,paid,70290.75
PAY01743,O01743,Credit Card,paid,84030.45
PAY01744,O01744,Cash on Delivery,paid,5942.59
PAY01745,O01745,Credit Card,paid,67642.76
PAY01746,O01746,Credit Card,paid,79841.37
PAY01747,O01747,Cash on Delivery,paid,401.81
PAY01748,O01748,Net Banking,paid,31235.49
PAY01749,O01749,Debit Card,paid,7028.06
PAY01750,O01750,Cash on Delivery,paid,50790.48
PAY01751,O01751,Net Banking,paid,0.0
PAY01752,O01752,Credit Card,paid,19646.91
PAY01753,O01753,UPI,paid,0.0
PAY01754,O01754,Debit Card,pending,59198.32
PAY01755,O01755,Net Banking,paid,0.0
PAY01756,O01756,Debit Card,paid,24399.26
PAY01757,O01757,UPI,pending,38232.52
PAY01758,O01758,UPI,paid,92746.92
PAY01759,O01759,UPI,paid,103236.01
PAY01760,O01760,Cash on Delivery,paid,217601.15
PAY01761,O01761,Debit Card,paid,13442.11
PAY01762,O01762,Cash on Delivery,paid,7770.84
PAY01763,O01763,UPI,paid,57106.62
PAY01764,O01764,Net Banking,paid,53209.62
PAY01765,O01765,UPI,failed,106044.18
PAY01766,O01766,Cash on Delivery,pending,26213.34
PAY01767,O01767,UPI,paid,36771.6
PAY01768,O01768,UPI,paid,56622.33
PAY01769,O01769,Cash on Delivery,paid,0.0
PAY01770,O01770,Cash on Delivery,paid,7770.84
PAY01771,O01771,Net Banking,paid,21714.61
PAY01772,O01772,Cash on Delivery,paid,69546.96
PAY01773,O01773,Net Banking,paid,103828.58
PAY01774,O01774,Credit Card,paid,122929.06
PAY01775,O01775,Credit Card,paid,220782.04
PAY01776,O01776,Cash on Delivery,paid,103800.6
PAY01777,O01777,UPI,paid,37841.7
PAY01778,O01778,Debit Card,paid,4453.48
PAY01779,O01779,UPI,paid,20028.88
PAY01780,O01780,Cash on Delivery,failed,6055.58
PAY01781,O01781,Net Banking,paid,82465.72
PAY01782,O01782,UPI,paid,29834.89
PAY01783,O01783,Credit Card,paid,0.0
PAY01784,O01784,Cash on Delivery,paid,71511.8
PAY01785,O01785,UPI,paid,88730.37
PAY01786,O01786,UPI,paid,0.0
PAY01787,O01787,Net Banking,paid,61121.76
PAY01788,O01788,Net Banking,paid,17918.95
PAY01789,O01789,Net Banking,paid,0.0
PAY01790,O01790,Debit Card,paid,177099.12
PAY01791,O01791,Cash on Delivery,paid,106220.36
PAY01792,O01792,Cash on Delivery,paid,46734.48
PAY01793,O01793,Credit Card,paid,38839.73
PAY01794,O01794,Credit Card,paid,91185.43
PAY01795,O01795,Cash on Delivery,paid,0.0
PAY01796,O01796,UPI,paid,151245.08
PAY01797,O01797,Cash on Delivery,paid,68496.25
PAY01798,O01798,Debit Card,paid,6390.16
PAY01799,O01799,Credit Card,paid,163319.42
PAY01800,O01800,Credit Card,pending,15295.8
PAY01801,O01801,Credit Card,paid,15309.75
PAY01802,O01802,Cash on Delivery,paid,28623.16
PAY01803,O01803,Credit Card,paid,0.0
PAY01804,O01804,Credit Card,paid,1548.28
PAY01805,O01805,Cash on Delivery,paid,43429.22
PAY01806,O01806,UPI,pending,71560.01
PAY01807,O01807,Credit Card,paid,150928.8
PAY01808,O01808,Credit Card,paid,11549.03
PAY01809,O01809,Credit Card,paid,62876.57
PAY01810,O01810,Debit Card,paid,42068.19
PAY01811,O01811,Cash on Delivery,paid,207618.96
PAY01812,O01812,Credit Card,paid,110661.44
PAY01813,O01813,Debit Card,paid,11329.72
PAY01814,O01814,UPI,pending,94941.4
PAY01815,O01815,UPI,paid,143401.56
PAY01816,O01816,Debit Card,paid,0.0
PAY01817,O01817,UPI,paid,140667.79
PAY01818,O01818,Net Banking,paid,48350.57
PAY01819,O01819,UPI,paid,15873.39
PAY01820,O01820,Net Banking,paid,0.0
PAY01821,O01821,Debit Card,paid,12702.93
PAY01822,O01822,Net Banking,paid,53809.35
PAY01823,O01823,UPI,paid,116510.21
PAY01824,O01824,Credit Card,paid,88055.88
PAY01825,O01825,Net Banking,paid,115379.24
PAY01826,O01826,UPI,paid,23905.7
PAY01827,O01827,Credit Card,paid,26557.46
PAY01828,O01828,Debit Card,paid,0.0
PAY01829,O01829,Debit Card,paid,30367.12
PAY01830,O01830,Cash on Delivery,paid,3354.69
PAY01831,O01831,Debit Card,paid,28732.56
PAY01832,O01832,Cash on Delivery,paid,16656.3
PAY01833,O01833,Debit Card,paid,32613.7
PAY01834,O01834,Debit Card,paid,86858.44
PAY01835,O01835,Debit Card,paid,126333.58
PAY01836,O01836,Cash on Delivery,paid,39170.62
PAY01837,O01837,Cash on Delivery,paid,51492.18
PAY01838,O01838,Net Banking,paid,15373.02
PAY01839,O01839,UPI,failed,0.0
PAY01840,O01840,UPI,paid,122008.28
PAY01841,O01841,UPI,paid,96975.28
PAY01842,O01842,Debit Card,paid,96889.12
PAY01843,O01843,UPI,paid,188272.07
PAY01844,O01844,Cash on Delivery,paid,8391.75
PAY01845,O01845,Net Banking,paid,150301.14
PAY01846,O01846,Credit Card,paid,106940.32
PAY01847,O01847,Net Banking,paid,63881.66
PAY01848,O01848,UPI,paid,38617.47
PAY01849,O01849,UPI,paid,36570.21
PAY01850,O01850,Cash on Delivery,paid,73426.36
PAY01851,O01851,Net Banking,paid,0.0
PAY01852,O01852,Cash on Delivery,paid,227422.16
PAY01853,O01853,Cash on Delivery,paid,23098.06
PAY01854,O01854,Credit Card,paid,46471.22
PAY01855,O01855,Cash on Delivery,paid,63409.54
PAY01856,O01856,Cash on Delivery,paid,18334.75
PAY01857,O01857,Credit Card,failed,142654.76
PAY01858,O01858,Debit Card,paid,32803.65
PAY01859,O01859,Debit Card,failed,74511.93
PAY01860,O01860,Credit Card,paid,14219.9
PAY01861,O01861,Cash on Delivery,paid,0.0
PAY01862,O01862,UPI,paid,34469.1
PAY01863,O01863,Net Banking,paid,0.0
PAY01864,O01864,UPI,pending,146156.13
PAY01865,O01865,UPI,paid,2282.3
PAY01866,O01866,Cash on Delivery,paid,139981.26
PAY01867,O01867,Net Banking,paid,83137.8
PAY01868,O01868,Net Banking,paid,11838.86
PAY01869,O01869,Debit Card,failed,55666.38
PAY01870,O01870,Credit Card,paid,93721.0
PAY01871,O01871,Cash on Delivery,paid,16368.86
PAY01872,O01872,Net Banking,paid,101913.84
PAY01873,O01873,Cash on Delivery,failed,26818.23
PAY01874,O01874,Debit Card,paid,47246.98
PAY01875,O01875,UPI,failed,27779.36
PAY01876,O01876,Net Banking,paid,10028.96
PAY01877,O01877,Debit Card,paid,277951.56
PAY01878,O01878,Cash on Delivery,paid,130221.51
PAY01879,O01879,Debit Card,paid,47111.22
PAY01880,O01880,Debit Card,paid,0.0
PAY01881,O01881,Debit Card,paid,33567.0
PAY01882,O01882,Debit Card,paid,90154.8
PAY01883,O01883,Debit Card,paid,24081.57
PAY01884,O01884,Debit Card,paid,0.0
PAY01885,O01885,Credit Card,paid,42860.69
PAY01886,O01886,Cash on Delivery,paid,85873.74
PAY01887,O01887,UPI,paid,109063.9
PAY01888,O01888,Cash on Delivery,paid,104630.69
PAY01889,O01889,Net Banking,pending,86452.6
PAY01890,O01890,Net Banking,paid,23905.7
PAY01891,O01891,Cash on Delivery,paid,61090.92
PAY01892,O01892,Debit Card,paid,135149.74
PAY01893,O01893,Credit Card,paid,34647.09
PAY01894,O01894,UPI,paid,84139.73
PAY01895,O01895,Debit Card,paid,30902.88
PAY01896,O01896,Cash on Delivery,paid,42075.4
PAY01897,O01897,Cash on Delivery,paid,117376.22
PAY01898,O01898,Credit Card,paid,55527.07
PAY01899,O01899,Credit Card,paid,0.0
PAY01900,O01900,Cash on Delivery,failed,0.0
PAY01901,O01901,Debit Card,pending,32607.6
PAY01902,O01902,Debit Card,paid,0.0
PAY01903,O01903,Debit Card,paid,7647.9
PAY01904,O01904,UPI,paid,0.0
PAY01905,O01905,UPI,paid,86988.09
PAY01906,O01906,Debit Card,paid,0.0
PAY01907,O01907,Cash on Delivery,paid,40638.9
PAY01908,O01908,Credit Card,paid,0.0
PAY01909,O01909,Net Banking,paid,123537.14
PAY01910,O01910,Credit Card,paid,16969.7
PAY01911,O01911,Credit Card,paid,84309.57
PAY01912,O01912,Net Banking,paid,30391.4
PAY01913,O01913,Debit Card,paid,34075.34
PAY01914,O01914,Credit Card,failed,11990.08
PAY01915,O01915,Net Banking,paid,40909.0
PAY01916,O01916,Cash on Delivery,paid,66462.94
PAY01917,O01917,Cash on Delivery,paid,20651.25
PAY01918,O01918,Cash on Delivery,paid,5103.25
PAY01919,O01919,Debit Card,paid,227582.21
PAY01920,O01920,Credit Card,paid,101673.35
PAY01921,O01921,Credit Card,paid,17435.76
PAY01922,O01922,UPI,paid,22774.13
PAY01923,O01923,Cash on Delivery,paid,17427.5
PAY01924,O01924,Debit Card,paid,73953.04
PAY01925,O01925,Net Banking,paid,0.0
PAY01926,O01926,Debit Card,paid,53420.64
PAY01927,O01927,Credit Card,paid,15386.95
PAY01928,O01928,Cash on Delivery,failed,44163.44
PAY01929,O01929,UPI,paid,63267.56
PAY01930,O01930,Debit Card,paid,10869.2
PAY01931,O01931,UPI,paid,69546.96
PAY01932,O01932,Credit Card,paid,13008.36
PAY01933,O01933,Net Banking,paid,19255.69
PAY01934,O01934,Debit Card,paid,13744.19
PAY01935,O01935,Credit Card,paid,76910.39
PAY01936,O01936,Cash on Delivery,paid,5485.95
PAY01937,O01937,Debit Card,paid,0.0
PAY01938,O01938,UPI,failed,92401.68
PAY01939,O01939,Debit Card,paid,83125.2
PAY01940,O01940,Credit Card,paid,90136.75
PAY01941,O01941,Credit Card,paid,105194.38
PAY01942,O01942,UPI,paid,116243.32
PAY01943,O01943,Credit Card,paid,78031.88
PAY01944,O01944,Debit Card,paid,42075.4
PAY01945,O01945,UPI,paid,39939.36
PAY01946,O01946,Credit Card,paid,17827.77
PAY01947,O01947,Credit Card,paid,122519.87
PAY01948,O01948,Debit Card,paid,24812.84
PAY01949,O01949,Credit Card,paid,61547.8
PAY01950,O01950,Debit Card,paid,21564.16
PAY01951,O01951,Cash on Delivery,paid,0.0
PAY01952,O01952,Debit Card,paid,90832.32
PAY01953,O01953,Net Banking,pending,88626.81
PAY01954,O01954,Credit Card,paid,20093.67
PAY01955,O01955,Cash on Delivery,paid,73358.73
PAY01956,O01956,UPI,paid,63901.44
PAY01957,O01957,Net Banking,paid,109048.17
PAY01958,O01958,UPI,paid,44481.28
PAY01959,O01959,Net Banking,failed,0.0
PAY01960,O01960,Cash on Delivery,paid,17726.76
PAY01961,O01961,Cash on Delivery,paid,92979.46
PAY01962,O01962,Cash on Delivery,paid,4946.1
PAY01963,O01963,Net Banking,paid,16351.82
PAY01964,O01964,Debit Card,paid,118508.55
PAY01965,O01965,UPI,pending,102363.33
PAY01966,O01966,Debit Card,paid,12261.82
PAY01967,O01967,Debit Card,pending,7725.72
PAY01968,O01968,Credit Card,paid,191967.71
PAY01969,O01969,UPI,paid,34062.53
PAY01970,O01970,Net Banking,paid,17334.82
PAY01971,O01971,Credit Card,failed,67840.77
PAY01972,O01972,Credit Card,paid,4953.21
PAY01973,O01973,Cash on Delivery,paid,2997.52
PAY01974,O01974,Net Banking,paid,33898.92
PAY01975,O01975,Debit Card,paid,0.0
PAY01976,O01976,Debit Card,paid,129619.76
PAY01977,O01977,Debit Card,paid,40727.56
PAY01978,O01978,Cash on Delivery,paid,107116.55
PAY01979,O01979,Debit Card,paid,4420.76
PAY01980,O01980,UPI,pending,108415.76
PAY01981,O01981,Debit Card,pending,2970.88
PAY01982,O01982,Debit Card,paid,0.0
PAY01983,O01983,UPI,paid,120162.85
PAY01984,O01984,Cash on Delivery,paid,26459.55
PAY01985,O01985,Credit Card,paid,46799.62
PAY01986,O01986,Net Banking,paid,80758.71
PAY01987,O01987,Cash on Delivery,paid,54377.38
PAY01988,O01988,Debit Card,paid,159246.65
PAY01989,O01989,Credit Card,paid,9067.4
PAY01990,O01990,Net Banking,paid,52098.36
PAY01991,O01991,Net Banking,paid,129799.47
PAY01992,O01992,Net Banking,paid,20454.5
PAY01993,O01993,UPI,paid,27361.97
PAY01994,O01994,UPI,paid,11314.24
PAY01995,O01995,Credit Card,paid,0.0
PAY01996,O01996,Debit Card,paid,44776.86
PAY01997,O01997,Credit Card,paid,81289.23
PAY01998,O01998,Debit Card,paid,0.0
PAY01999,O01999,Cash on Delivery,paid,27081.9
PAY02000,O02000,Net Banking,paid,7626.78
PAY02001,O02001,Net Banking,paid,4229.78
PAY02002,O02002,UPI,paid,0.0
PAY02003,O02003,Cash on Delivery,paid,3895.16
PAY02004,O02004,Cash on Delivery,paid,33567.0
PAY02005,O02005,Debit Card,paid,44440.79
PAY02006,O02006,Cash on Delivery,paid,13442.11
PAY02007,O02007,UPI,paid,50811.72
PAY02008,O02008,Debit Card,paid,52933.8
PAY02009,O02009,Credit Card,paid,0.0
PAY02010,O02010,Debit Card,paid,41596.5
PAY02011,O02011,Credit Card,paid,33839.13
PAY02012,O02012,Debit Card,paid,20924.46
PAY02013,O02013,Net Banking,paid,19784.4
PAY02014,O02014,Credit Card,paid,36269.6
PAY02015,O02015,UPI,paid,92321.58
PAY02016,O02016,Credit Card,paid,30391.4
PAY02017,O02017,Credit Card,paid,577.89
PAY02018,O02018,Debit Card,paid,139882.67
PAY02019,O02019,Net Banking,pending,23287.4
PAY02020,O02020,Debit Card,paid,16146.07
PAY02021,O02021,Debit Card,paid,60937.96
PAY02022,O02022,Net Banking,failed,34772.37
PAY02023,O02023,Debit Card,paid,180172.46
PAY02024,O02024,Net Banking,paid,30830.24
PAY02025,O02025,UPI,failed,36662.94
PAY02026,O02026,Net Banking,paid,35854.71
PAY02027,O02027,Cash on Delivery,paid,0.0
PAY02028,O02028,Net Banking,paid,10169.04
PAY02029,O02029,Net Banking,pending,20167.54
PAY02030,O02030,Cash on Delivery,paid,69617.12
PAY02031,O02031,Net Banking,paid,224988.64
PAY02032,O02032,Credit Card,pending,113876.61
PAY02033,O02033,Debit Card,paid,5014.48
PAY02034,O02034,Debit Card,paid,0.0
PAY02035,O02035,UPI,paid,23944.87
PAY02036,O02036,UPI,paid,62883.57
PAY02037,O02037,Cash on Delivery,paid,19771.76
PAY02038,O02038,Credit Card,paid,55141.24
PAY02039,O02039,UPI,paid,26263.08
PAY02040,O02040,Debit Card,pending,0.0
PAY02041,O02041,UPI,paid,23916.88
PAY02042,O02042,UPI,paid,69229.95
PAY02043,O02043,Net Banking,pending,46363.16
PAY02044,O02044,UPI,paid,24917.75
PAY02045,O02045,Cash on Delivery,paid,24541.79
PAY02046,O02046,Debit Card,paid,16075.4
PAY02047,O02047,Cash on Delivery,paid,0.0
PAY02048,O02048,Cash on Delivery,paid,0.0
PAY02049,O02049,Credit Card,paid,0.0
PAY02050,O02050,Net Banking,paid,83174.63
PAY02051,O02051,Cash on Delivery,paid,50310.69
PAY02052,O02052,Credit Card,paid,15958.77
PAY02053,O02053,Debit Card,paid,0.0
PAY02054,O02054,Debit Card,paid,45107.74
PAY02055,O02055,Credit Card,pending,29214.49
PAY02056,O02056,Cash on Delivery,paid,89817.04
PAY02057,O02057,Cash on Delivery,pending,83566.45
PAY02058,O02058,Net Banking,paid,98435.48
PAY02059,O02059,Net Banking,paid,66336.34
PAY02060,O02060,Debit Card,paid,76128.53
PAY02061,O02061,Net Banking,paid,101551.9
PAY02062,O02062,Credit Card,paid,39589.55
PAY02063,O02063,Debit Card,pending,89750.38
PAY02064,O02064,Cash on Delivery,paid,93660.39
PAY02065,O02065,Debit Card,paid,60992.82
PAY02066,O02066,UPI,paid,0.0
PAY02067,O02067,Debit Card,paid,55955.24
PAY02068,O02068,Net Banking,paid,19784.4
PAY02069,O02069,Credit Card,paid,0.0
PAY02070,O02070,Cash on Delivery,paid,46256.88
PAY02071,O02071,Cash on Delivery,paid,32194.52
PAY02072,O02072,Net Banking,pending,70381.9
PAY02073,O02073,Net Banking,paid,61980.02
PAY02074,O02074,Net Banking,paid,36740.21
PAY02075,O02075,UPI,paid,60894.58
PAY02076,O02076,Credit Card,paid,0.0
PAY02077,O02077,UPI,paid,118165.48
PAY02078,O02078,Net Banking,paid,0.0
PAY02079,O02079,Credit Card,paid,32204.14
PAY02080,O02080,Net Banking,paid,132298.93
PAY02081,O02081,Credit Card,paid,80992.8
PAY02082,O02082,Cash on Delivery,paid,61864.06
PAY02083,O02083,UPI,paid,12257.2
PAY02084,O02084,Net Banking,paid,11487.48
PAY02085,O02085,Net Banking,paid,147320.27
PAY02086,O02086,Debit Card,paid,0.0
PAY02087,O02087,Cash on Delivery,pending,101131.51
PAY02088,O02088,Net Banking,paid,19201.77
PAY02089,O02089,UPI,paid,88947.42
PAY02090,O02090,Cash on Delivery,paid,44342.31
PAY02091,O02091,Net Banking,paid,0.0
PAY02092,O02092,UPI,paid,84550.78
PAY02093,O02093,Debit Card,pending,25708.66
PAY02094,O02094,Debit Card,paid,130277.6
PAY02095,O02095,UPI,paid,56903.62
PAY02096,O02096,Cash on Delivery,paid,31386.69
PAY02097,O02097,UPI,paid,81818.0
PAY02098,O02098,UPI,paid,85163.88
PAY02099,O02099,Debit Card,paid,88818.17
PAY02100,O02100,Debit Card,paid,157380.78
PAY02101,O02101,Debit Card,paid,101372.35
PAY02102,O02102,Net Banking,paid,0.0
PAY02103,O02103,Net Banking,paid,8845.28
PAY02104,O02104,Credit Card,paid,88051.78
PAY02105,O02105,Net Banking,paid,0.0
PAY02106,O02106,Cash on Delivery,paid,93200.83
PAY02107,O02107,Cash on Delivery,paid,0.0
PAY02108,O02108,Debit Card,failed,0.0
PAY02109,O02109,UPI,paid,48180.6
PAY02110,O02110,Debit Card,paid,40287.66
PAY02111,O02111,UPI,paid,0.0
PAY02112,O02112,Debit Card,paid,40111.95
PAY02113,O02113,Debit Card,paid,28574.79
PAY02114,O02114,Cash on Delivery,paid,30913.0
PAY02115,O02115,UPI,paid,78727.4
PAY02116,O02116,Credit Card,paid,6846.9
PAY02117,O02117,Credit Card,paid,68314.61
PAY02118,O02118,Debit Card,paid,0.0
PAY02119,O02119,Debit Card,paid,63787.04
PAY02120,O02120,Cash on Delivery,paid,2311.56
PAY02121,O02121,UPI,paid,16306.85
PAY02122,O02122,Debit Card,paid,64809.99
PAY02123,O02123,Credit Card,paid,35698.0
PAY02124,O02124,UPI,paid,73240.48
PAY02125,O02125,Debit Card,paid,55640.23
PAY02126,O02126,UPI,paid,197103.47
PAY02127,O02127,Cash on Delivery,paid,19103.63
PAY02128,O02128,Credit Card,paid,0.0
PAY02129,O02129,UPI,paid,3895.16
PAY02130,O02130,Credit Card,paid,0.0
PAY02131,O02131,Debit Card,paid,36920.38
PAY02132,O02132,Net Banking,paid,162554.16
PAY02133,O02133,UPI,paid,14353.16
PAY02134,O02134,Credit Card,paid,75815.98
PAY02135,O02135,UPI,paid,81634.86
PAY02136,O02136,Debit Card,paid,20579.77
PAY02137,O02137,Debit Card,paid,0.0
PAY02138,O02138,Credit Card,paid,86435.08
PAY02139,O02139,Cash on Delivery,paid,50842.61
PAY02140,O02140,UPI,paid,1548.28
PAY02141,O02141,UPI,paid,0.0
PAY02142,O02142,Debit Card,paid,0.0
PAY02143,O02143,UPI,paid,109305.13
PAY02144,O02144,Credit Card,paid,112654.86
PAY02145,O02145,Net Banking,paid,99643.51
PAY02146,O02146,Debit Card,paid,0.0
PAY02147,O02147,Net Banking,failed,16770.23
PAY02148,O02148,UPI,paid,16579.8
PAY02149,O02149,Cash on Delivery,paid,0.0
PAY02150,O02150,Credit Card,paid,0.0
PAY02151,O02151,UPI,paid,33159.6
PAY02152,O02152,Credit Card,failed,43415.8
PAY02153,O02153,UPI,paid,0.0
PAY02154,O02154,UPI,paid,56903.27
PAY02155,O02155,UPI,paid,7647.9
PAY02156,O02156,Debit Card,paid,10709.48
PAY02157,O02157,Net Banking,paid,69926.44
PAY02158,O02158,Cash on Delivery,paid,61363.5
PAY02159,O02159,Net Banking,paid,0.0
PAY02160,O02160,Net Banking,paid,71169.92
PAY02161,O02161,Credit Card,paid,76963.25
PAY02162,O02162,Debit Card,paid,26155.03
PAY02163,O02163,Debit Card,paid,0.0
PAY02164,O02164,UPI,paid,95612.87
PAY02165,O02165,Net Banking,paid,174509.12
PAY02166,O02166,Cash on Delivery,paid,53626.06
PAY02167,O02167,Credit Card,paid,31456.88
PAY02168,O02168,Debit Card,paid,95779.48
PAY02169,O02169,UPI,paid,9459.62
PAY02170,O02170,Cash on Delivery,pending,742.72
PAY02171,O02171,Net Banking,pending,28821.39
PAY02172,O02172,Cash on Delivery,paid,0.0
PAY02173,O02173,Debit Card,paid,16579.8
PAY02174,O02174,Credit Card,paid,0.0
PAY02175,O02175,Net Banking,pending,0.0
PAY02176,O02176,Credit Card,paid,64226.32
PAY02177,O02177,Cash on Delivery,paid,23271.82
PAY02178,O02178,Cash on Delivery,paid,0.0
PAY02179,O02179,UPI,paid,43309.2
PAY02180,O02180,Net Banking,paid,33159.6
PAY02181,O02181,Cash on Delivery,paid,68856.16
PAY02182,O02182,Debit Card,paid,23098.06
PAY02183,O02183,Debit Card,paid,102030.74
PAY02184,O02184,Credit Card,failed,7647.9
PAY02185,O02185,Debit Card,pending,2507.24
PAY02186,O02186,Cash on Delivery,paid,47898.96
PAY02187,O02187,Debit Card,paid,9367.44
PAY02188,O02188,Net Banking,paid,88705.76
PAY02189,O02189,Credit Card,paid,68056.07
PAY02190,O02190,Net Banking,paid,0.0
PAY02191,O02191,Cash on Delivery,paid,4946.1
PAY02192,O02192,Cash on Delivery,paid,60086.64
PAY02193,O02193,Debit Card,paid,11245.74
PAY02194,O02194,UPI,paid,6441.3
PAY02195,O02195,UPI,paid,115710.95
PAY02196,O02196,Cash on Delivery,paid,107500.37
PAY02197,O02197,Cash on Delivery,paid,87855.72
PAY02198,O02198,Credit Card,paid,19844.92
PAY02199,O02199,Cash on Delivery,paid,0.0
PAY02200,O02200,Cash on Delivery,paid,36771.6
PAY02201,O02201,Credit Card,pending,4638.4
PAY02202,O02202,Net Banking,paid,144289.2
PAY02203,O02203,Net Banking,paid,13783.29
PAY02204,O02204,Credit Card,paid,115183.95
PAY02205,O02205,Credit Card,paid,5684.7
PAY02206,O02206,Net Banking,paid,79537.68
PAY02207,O02207,Net Banking,paid,25405.86
PAY02208,O02208,Net Banking,paid,0.0
PAY02209,O02209,Net Banking,paid,77417.72
PAY02210,O02210,Debit Card,paid,64244.21
PAY02211,O02211,Credit Card,paid,99251.36
PAY02212,O02212,UPI,paid,33898.92
PAY02213,O02213,Debit Card,paid,74714.12
PAY02214,O02214,UPI,paid,57767.07
PAY02215,O02215,UPI,paid,0.0
PAY02216,O02216,Cash on Delivery,paid,132606.7
PAY02217,O02217,Credit Card,paid,106982.23
PAY02218,O02218,Debit Card,paid,15303.1
PAY02219,O02219,Credit Card,paid,6846.9
PAY02220,O02220,Net Banking,paid,42810.14
PAY02221,O02221,Credit Card,paid,0.0
PAY02222,O02222,UPI,paid,0.0
PAY02223,O02223,Net Banking,paid,92632.07
PAY02224,O02224,Credit Card,paid,0.0
PAY02225,O02225,Credit Card,paid,70565.15
PAY02226,O02226,UPI,paid,73509.13
PAY02227,O02227,Net Banking,paid,79892.61
PAY02228,O02228,UPI,paid,120485.75
PAY02229,O02229,Credit Card,pending,114680.18
PAY02230,O02230,Debit Card,paid,0.0
PAY02231,O02231,Debit Card,paid,0.0
PAY02232,O02232,Cash on Delivery,paid,23098.06
PAY02233,O02233,Debit Card,paid,0.0
PAY02234,O02234,Net Banking,paid,225032.8
PAY02235,O02235,Cash on Delivery,paid,92282.38
PAY02236,O02236,Net Banking,paid,0.0
PAY02237,O02237,Debit Card,paid,24854.07
PAY02238,O02238,Debit Card,paid,7790.32
PAY02239,O02239,Credit Card,paid,0.0
PAY02240,O02240,Net Banking,paid,102478.38
PAY02241,O02241,UPI,paid,35872.9
PAY02242,O02242,Credit Card,paid,110193.02
PAY02243,O02243,Net Banking,failed,0.0
PAY02244,O02244,Cash on Delivery,paid,154341.03
PAY02245,O02245,Net Banking,paid,24170.94
PAY02246,O02246,Cash on Delivery,paid,61704.48
PAY02247,O02247,Cash on Delivery,paid,22690.25
PAY02248,O02248,Debit Card,paid,0.0
PAY02249,O02249,UPI,paid,62687.56
PAY02250,O02250,Net Banking,pending,23098.06
PAY02251,O02251,UPI,paid,0.0
PAY02252,O02252,Cash on Delivery,paid,85388.89
PAY02253,O02253,Debit Card,paid,26344.66
PAY02254,O02254,UPI,paid,65160.04
PAY02255,O02255,Credit Card,paid,28276.15
PAY02256,O02256,Cash on Delivery,paid,1124.04
PAY02257,O02257,Credit Card,paid,56930.4
PAY02258,O02258,UPI,paid,41647.32
PAY02259,O02259,UPI,paid,31340.96
PAY02260,O02260,UPI,paid,0.0
PAY02261,O02261,Net Banking,paid,103152.71
PAY02262,O02262,Cash on Delivery,paid,59315.28
PAY02263,O02263,Cash on Delivery,paid,749.36
PAY02264,O02264,Cash on Delivery,paid,104460.82
PAY02265,O02265,Net Banking,paid,114513.4
PAY02266,O02266,UPI,paid,20367.86
PAY02267,O02267,UPI,paid,53539.57
PAY02268,O02268,Credit Card,paid,0.0
PAY02269,O02269,Net Banking,paid,79684.63
PAY02270,O02270,Debit Card,paid,107338.96
PAY02271,O02271,Net Banking,paid,0.0
PAY02272,O02272,Credit Card,paid,88957.64
PAY02273,O02273,Credit Card,paid,0.0
PAY02274,O02274,Credit Card,paid,34620.66
PAY02275,O02275,UPI,pending,56911.96
PAY02276,O02276,Debit Card,paid,17860.16
PAY02277,O02277,Credit Card,pending,0.0
PAY02278,O02278,Cash on Delivery,failed,10028.96
PAY02279,O02279,UPI,paid,125386.53
PAY02280,O02280,Debit Card,paid,0.0
PAY02281,O02281,Cash on Delivery,paid,114531.79
PAY02282,O02282,Debit Card,paid,40057.76
PAY02283,O02283,Debit Card,paid,0.0
PAY02284,O02284,Cash on Delivery,paid,26277.4
PAY02285,O02285,Net Banking,paid,0.0
PAY02286,O02286,Debit Card,paid,67213.71
PAY02287,O02287,Net Banking,paid,80114.85
PAY02288,O02288,Debit Card,paid,81412.96
PAY02289,O02289,Cash on Delivery,paid,69622.72
PAY02290,O02290,Debit Card,paid,87012.0
PAY02291,O02291,Credit Card,paid,21714.61
PAY02292,O02292,Credit Card,paid,90792.61
PAY02293,O02293,Debit Card,paid,151654.92
PAY02294,O02294,Cash on Delivery,paid,34107.52
PAY02295,O02295,Cash on Delivery,paid,0.0
PAY02296,O02296,UPI,paid,64035.05
PAY02297,O02297,Cash on Delivery,paid,143582.76
PAY02298,O02298,Net Banking,paid,124589.7
PAY02299,O02299,Debit Card,paid,0.0
PAY02300,O02300,Credit Card,paid,7953.63
PAY02301,O02301,Cash on Delivery,paid,0.0
PAY02302,O02302,Credit Card,paid,0.0
PAY02303,O02303,UPI,paid,19844.92
PAY02304,O02304,Debit Card,paid,77137.3
PAY02305,O02305,Cash on Delivery,paid,1927.04
PAY02306,O02306,Credit Card,paid,1548.28
PAY02307,O02307,Cash on Delivery,paid,107481.77
PAY02308,O02308,UPI,pending,58816.65
PAY02309,O02309,Credit Card,paid,0.0
PAY02310,O02310,Credit Card,paid,30137.99
PAY02311,O02311,Debit Card,paid,246013.63
PAY02312,O02312,Debit Card,paid,82067.47
PAY02313,O02313,Credit Card,paid,60225.3
PAY02314,O02314,Debit Card,paid,0.0
PAY02315,O02315,Credit Card,paid,9276.8
PAY02316,O02316,Net Banking,paid,0.0
PAY02317,O02317,Cash on Delivery,pending,141557.32
PAY02318,O02318,Net Banking,paid,72550.12
PAY02319,O02319,Net Banking,paid,46390.73
